run,id,drug_name,fact_type,extraction_method,extraction_confidence,governance_status,consensus_achieved,target_kb,condition_name,meddra_pt,meddra_name,meddra_soc_name,frequency,severity,interactant_name,clinical_effect,mechanism,fda_category,lab_name,ndc_code,strength,source_section_id,created_at
BASELINE,1c3540bc-5728-47ee-aab8-6cd2a0e04759,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Hypoglycaemia,10020993,Hypoglycaemia,"",≥4%,HIGH,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.568077+00
BASELINE,d39c847d-90c8-400d-8b3f-b06dee1bfd81,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Muscular weakness,10028372,Muscular weakness,"",≥4%,MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.571751+00
BASELINE,c5272cb5-2ea5-4d42-b687-09494d0a67d9,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Vision blurred,10048248,Vision blurred,"",5%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:28.0004+00
BASELINE,62fa1f9d-2fb1-49f8-9bf0-64291fda575f,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Eye pain,10015958,Eye pain,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.209833+00
BASELINE,d6bf9bcf-32af-4239-b1e3-ea707a129956,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Tinnitus,10043882,Tinnitus,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.214412+00
BASELINE,47091a18-7c5c-4568-bc84-e1ec0bb80e84,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Micturition frequency,10027965,Micturition frequency,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.218515+00
BASELINE,717418a2-4655-423b-a326-5f6384683b56,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Micturition disorder,10027964,Micturition disorder,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.222443+00
BASELINE,623d13d3-85a8-483f-83ac-3199e407161c,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Urinary tract infection,10046571,Urinary tract infection,"",≥4%,MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.574028+00
BASELINE,bef7815c-2278-4050-b14f-287eba78e084,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Hepatitis,10019692,Hepatitis,"","",HIGH,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.57597+00
BASELINE,edfac3a5-1fd8-446a-8531-fe00aab91668,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Allergy to drug,10001497,Allergy to drug,"",>1% to ≤3%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:28.003641+00
BASELINE,b923ce81-ab09-4f12-81de-c3b5f53db091,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Nocturia,10029842,Nocturia,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.224686+00
BASELINE,8bde2cb1-af73-4f3d-b44d-109f2eb645fd,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Dry mouth,10013781,Dry mouth,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.22782+00
BASELINE,a59d4f86-fd32-4d1e-8ebf-f7dab2722632,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Sweating increased,10042601,Sweating increased,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.230784+00
BASELINE,4a808431-16e8-424f-9ae1-6fa330406810,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Hyperglycaemia,10020635,Hyperglycaemia,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.232996+00
BASELINE,a61193db-f127-4a8e-a5af-a0cff5c22e76,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Malaise,10025482,Malaise,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.578588+00
BASELINE,10287827-04ba-4b65-9f83-b6fe5cf13ecf,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Thrombocytopenia,10043554,Thrombocytopenia,"","",HIGH,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.581113+00
BASELINE,911392c6-37b5-42fc-bcea-dbf276b0ad12,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Malaise,10025482,Malaise,"",>1% to ≤3%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:28.006154+00
BASELINE,b2e3626d-64b6-48b8-954b-005382bd85a4,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Thirst,10043458,Thirst,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.235735+00
BASELINE,a290d32a-04dc-400c-bca5-2b2c230972cf,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Leukopenia,10024384,Leukopenia,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.23802+00
BASELINE,c4fe8f12-13e1-442b-b462-e188d83b1f96,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Purpura,10037549,Purpura,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.240137+00
BASELINE,4347286c-e4ea-468a-9043-09aaa534b232,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Thrombocytopenia,10043554,Thrombocytopenia,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.244025+00
BASELINE,f9ae4845-35df-43ae-9fdd-c296ebc37c5b,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Angioedema,10002424,Angioedema,"",rarely,HIGH,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.584329+00
BASELINE,51bfd7f7-4aec-45e5-a7f1-4a45a3afe652,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Vasculitis,10047115,Vasculitis,"","",HIGH,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.586579+00
BASELINE,f59abac5-b167-42e7-b834-059901083ed2,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Hypovolaemia,10046458,Hypovolaemia,"",>1% to ≤3%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:28.008971+00
BASELINE,0820943c-5826-4b98-a199-a891d803b1fe,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Peripheral edema,10034405,Peripheral edema,"",most common,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.246433+00
BASELINE,d1918e55-329d-4d75-9477-5334f4982514,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Gynecomastia,10018629,Gynecomastia,"",infrequently,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.249526+00
BASELINE,8d219704-3616-41bc-ac6e-f4edfa68f880,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Jaundice,10023126,Jaundice,"","",HIGH,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.252762+00
BASELINE,5747f3b4-6cca-43e1-b9da-7ebe05583f34,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Hepatic enzyme increased,10019805,Hepatic enzyme increased,"","",HIGH,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.255213+00
BASELINE,e013053e-cf72-4ae7-b07a-9d2f7aa830b6,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Henoch-Schonlein purpura,10019339,Henoch-Schonlein purpura,"","",HIGH,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.588722+00
BASELINE,6c07a3c2-66bb-4e69-b276-9f0d2c0fe022,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Anaphylactic reaction,10002198,Anaphylactic reaction,"","",CRITICAL,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.592098+00
BASELINE,b1e543cb-72a3-497b-a68a-0827e1faaf5e,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Fever,10016558,Fever,"",>1% to ≤3%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:28.010915+00
BASELINE,bffbab38-21ca-4c89-93b5-a2d30b57a906,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Extrapyramidal disorder,10015927,Extrapyramidal disorder,"","",MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.257408+00
BASELINE,f1cbce60-f22f-4f5d-87c9-1cd5bf57f31e,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Skin haemorrhage,10040785,Skin haemorrhage,"","",MEDIUM,,,,,,,,f0665036-f033-4bb8-b96b-9e603a6c59eb,2026-02-12 15:06:45.762428+00
BASELINE,adcc55a2-ed8c-4ce8-9b00-50634d7bccce,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Dizziness,10013573,Dizziness,"",3%,MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.476236+00
BASELINE,03efdf1e-ace3-481b-9bc8-acf36fed09eb,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Myalgia,10028395,Myalgia,"",0.7%,MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.520452+00
BASELINE,16c1e4fa-33dd-4954-b36e-fe308ac57eff,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Diarrhoea,10012735,Diarrhoea,"",0.5%,MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.523696+00
BASELINE,9ae0ab5e-8d4a-4a47-9d22-2f4c94b05a64,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Nausea,10028813,Nausea,"",0.4%,MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.526468+00
BASELINE,b0bb33b7-b81d-4046-a058-c5b081e591db,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Dizziness,10013573,Dizziness,"","1.3% on carvedilol, 0.6% on placebo",MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:27.942659+00
BASELINE,ad2cf10d-9a04-4806-b670-faf6be6e1374,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Nasopharyngitis,10028735,Nasopharyngitis,"",8.3%,MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.529065+00
BASELINE,05079867-1c23-417f-9d9a-c847d934be77,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Arthralgia,10003239,Arthralgia,"",6.9%,MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.532633+00
BASELINE,01aeb5b6-4d35-4309-9454-9a3c86eff80a,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Pain in extremity,10033425,Pain in extremity,"",6.0%,MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.534833+00
BASELINE,ef4e06b1-bfc4-4f73-8c6e-d917dc627b5c,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Urinary tract infection,10046571,Urinary tract infection,"",5.7%,MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.53813+00
BASELINE,1efb8e26-eecd-4f9c-922a-f7e76f5ec932,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Upper respiratory tract infection,10046306,Upper respiratory tract infection,"",8%,MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.479874+00
BASELINE,3db6f29f-a4e1-4bc7-af67-4b19781a9608,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Dyspepsia,10013946,Dyspepsia,"",4.7%,MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.540776+00
BASELINE,7edc8722-5f66-4bde-ad81-f84cf6fe8f2f,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Muscle spasms,10027433,Muscle spasms,"",3.6%,MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.543995+00
BASELINE,e96b7afb-f975-4f04-92a8-7fa19b9539b1,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Insomnia,10022437,Insomnia,"",3.0%,MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.547262+00
BASELINE,6e56c3a1-869c-46b5-b8f7-a6b5e73d07be,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Pharyngolaryngeal pain,10034844,Pharyngolaryngeal pain,"",2.3%,MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.54985+00
BASELINE,2a751f0e-dd07-405a-baab-fdb2ca5eaa7a,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Malaise,10025482,Malaise,"","",MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.552867+00
BASELINE,58a6581f-e228-4985-9e31-16c6b028e4c3,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Pyrexia,10037660,Pyrexia,"","",MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.555852+00
BASELINE,9f40c4de-225f-4cc5-a393-23bdb6dced3b,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Abdominal discomfort,10000059,Abdominal discomfort,"","",MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.558526+00
BASELINE,cd3edb46-5f9a-4600-a219-1c1f39b9a940,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Eructation,10015137,Eructation,"","",MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.561575+00
BASELINE,f7ef86e3-e100-4f6c-9028-9a74829dc592,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Nausea,10028813,Nausea,"",2.9%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.040375+00
BASELINE,8a2f2889-ed15-4e77-a8a4-c1ae66b9af06,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Nasal congestion,10028735,Nasal congestion,"",2%,MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.482637+00
BASELINE,7fd3211c-dede-4472-8ac3-5705885dfc8e,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Flatulence,10016766,Flatulence,"","",MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.563856+00
BASELINE,9c15669c-dd7b-43b6-8c81-27c58b3dd6cd,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Hepatitis,10019692,Hepatitis,"","",HIGH,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.566369+00
BASELINE,980acccb-35b6-40c1-9d1c-fd59d899b279,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Cholestasis,10008612,Cholestasis,"","",HIGH,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.567923+00
BASELINE,d322bf66-a6db-4e75-9930-ac48f5bd3753,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Musculoskeletal pain,10028411,Musculoskeletal pain,"","",MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.570299+00
BASELINE,6620ea1b-219e-41e0-addb-5ca102fb2f1c,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Back pain,10003988,Back pain,"",2%,MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.485591+00
BASELINE,9e344e5c-a493-45eb-9c8e-b3c759db605f,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Asthenia,10003549,Asthenia,"",7%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:27.948172+00
BASELINE,16618837-4426-4a1e-89d8-549c62cf8c28,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Muscle fatigue,10028334,Muscle fatigue,"","",MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.573453+00
BASELINE,ae029c35-d19f-4c9e-9ae0-51190f600acb,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Neck pain,10028836,Neck pain,"","",MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.576396+00
BASELINE,14a9862d-5ab6-4d53-8ae2-5405fcab9e07,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Joint swelling,10023204,Joint swelling,"","",MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.578979+00
BASELINE,e383762b-2f2f-4364-b12e-21979d93ce0f,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Hyperglycaemia,10020635,Hyperglycaemia,"","",MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.581462+00
BASELINE,fc414fad-fc2d-489a-a115-19a389b422af,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Anaemia,10002034,Anaemia,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.48856+00
BASELINE,bd213c58-96ac-4eba-90be-c961d9157bef,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Nightmare,10029412,Nightmare,"","",MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.583659+00
BASELINE,451d8e24-4371-4742-9911-0e0a2901885d,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Epistaxis,10015090,Epistaxis,"","",MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.585858+00
BASELINE,0143f7f7-7249-453d-a5d5-4594333f8dcf,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Urticaria,10046735,Urticaria,"","",MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.588473+00
BASELINE,7dc09762-1b37-44ec-865e-4d738a729bd8,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Vision blurred,10047513,Vision blurred,"","",MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.590065+00
BASELINE,17ebf9bd-267a-4d11-8ef5-feab58c7f921,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Palpitations,10034474,Palpitations,"",0.7-4.5%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.034541+00
BASELINE,7be1e4f4-89cf-48ce-bff8-36061614fe4b,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Depression,10012378,Depression,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.490674+00
BASELINE,da913d89-6638-4273-90dd-a010de5ddee6,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Fatigue,10016256,Fatigue,"",24%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:27.952647+00
BASELINE,b410d582-ddfe-428e-83cb-d24e4f64a627,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Tinnitus,10043648,Tinnitus,"","",MEDIUM,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.592727+00
BASELINE,fd855466-c8ef-4a10-9de8-f37cfa51d8c4,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Diabetes mellitus,10012305,Diabetes mellitus,"",6.1%,HIGH,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.595662+00
BASELINE,3c9df440-9160-4fc9-a803-ac5dbbb41575,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Anaphylaxis,10000496,Anaphylaxis,"","",CRITICAL,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.598874+00
BASELINE,7df9486c-e234-4ecd-b505-c60bda254cb0,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Angioedema,10002424,Angioedema,"","",HIGH,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.601856+00
BASELINE,a7c7ad29-0a1a-4e1e-95df-89ca16eedafc,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Fatigue,10016256,Fatigue,"",4.5%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.03802+00
BASELINE,09241070-6ef9-49e3-82a0-6e80a0cdb14a,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Erythema multiforme,10015218,Erythema multiforme,"","",HIGH,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.604004+00
BASELINE,f88f62be-6c02-4d89-8d3f-f1536840ede2,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Stevens-Johnson syndrome,10042033,Stevens-Johnson syndrome,"","",HIGH,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.606871+00
BASELINE,10f3a138-e3ce-4244-9d99-b0171673e065,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Toxic epidermal necrolysis,10044223,Toxic epidermal necrolysis,"","",CRITICAL,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.608975+00
BASELINE,7841a663-b252-48bc-ae76-585dbc8002a6,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Rhabdomyolysis,10039020,Rhabdomyolysis,"","",CRITICAL,,,,,,,,906c3ad2-955d-47b1-8589-9f66c36a30c7,2026-02-12 15:02:54.611824+00
BASELINE,2f502d62-3d69-4ed8-9e21-b9af66135b83,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Somnolence,10041349,Somnolence,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.492876+00
BASELINE,74c375c3-4725-4117-b4f8-5281a1c246dc,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Headache,10019211,Headache,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.496273+00
BASELINE,139a2ea2-e45e-49d6-8604-c5aa8b230597,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Edema generalised,10014479,Edema generalised,"",5%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:27.955318+00
